Author,We,Baby,Doctor,Partner,Nurse,Midwife,Family,Anesthesiologist,Doula,Induction
56,5,10,4,6,0,4,1,0,0,0
30,8,9,1,1,0,0,0,0,0,3
73,4,2,10,2,5,0,0,1,0,3
27,4,3,3,0,0,0,0,1,0,0
35,1,2,2,1,1,0,0,1,0,5
59,0,6,0,6,0,4,0,0,0,3
131,10,11,1,0,5,4,1,0,0,0
30,5,4,1,2,0,2,1,0,0,1
47,0,9,3,2,1,0,3,0,0,1
68,2,6,2,0,3,0,0,1,0,0
62,3,3,11,4,9,1,2,4,0,3
128,13,12,1,8,4,4,3,0,0,2
45,9,3,4,2,1,0,1,0,0,3
49,2,6,0,4,0,0,0,0,0,2
54,3,5,5,1,0,0,3,1,0,3
46,6,6,1,4,5,0,0,1,0,4
54,7,3,0,3,0,2,2,1,0,1
156,14,8,0,10,8,10,0,2,0,6
43,0,7,0,1,2,0,2,1,0,0
24,3,6,0,0,2,5,0,0,0,3
81,20,7,20,0,1,0,1,0,0,2
41,22,0,0,9,0,4,0,0,0,1
33,5,5,2,1,0,0,1,0,0,5
206,22,20,4,15,1,0,5,1,0,28
255,35,11,0,22,21,10,0,0,4,0
45,13,16,0,5,2,7,0,1,0,7
36,5,1,1,1,0,0,1,0,0,3
35,14,7,3,0,1,0,3,0,0,1
91,9,8,0,6,0,5,0,0,8,0
16,18,0,2,0,0,0,1,0,0,5
24,4,2,0,0,0,0,0,0,0,0
39,2,4,0,1,1,0,0,0,0,2
71,5,16,4,9,0,0,0,0,0,8
83,4,8,7,3,0,3,1,1,1,7
25,1,6,0,1,0,2,0,0,0,0
136,12,4,12,4,6,5,0,0,0,19
84,15,18,7,7,3,0,0,1,0,2
28,4,5,1,1,0,1,1,0,0,0
46,1,11,6,0,1,0,0,0,0,0
59,10,6,6,3,4,0,0,0,2,6
24,2,3,0,1,0,0,1,0,0,0
62,3,8,3,4,6,0,0,0,0,3
150,9,6,3,7,0,9,0,0,0,0
32,4,1,0,5,2,0,0,0,0,0
36,6,1,0,0,0,2,1,0,0,0
42,9,5,0,3,0,5,3,0,0,0
38,5,2,4,0,1,0,1,1,0,0
157,19,12,0,15,4,2,1,2,0,10
181,31,18,3,5,11,1,0,2,0,10
34,5,4,2,0,0,0,0,0,0,11
39,7,4,5,4,0,0,0,0,0,2
36,15,7,1,9,0,2,1,0,0,0
47,1,7,5,1,0,0,0,0,0,4
74,4,9,0,2,1,0,1,0,0,15
44,3,2,2,0,0,0,0,3,0,3
26,8,3,3,0,1,0,0,1,0,2
75,9,8,2,3,3,1,0,1,0,12
20,19,8,6,11,5,0,0,0,0,4
49,4,2,4,2,1,0,0,0,0,1
48,6,3,6,1,7,0,0,0,0,7
117,19,19,5,9,5,0,1,2,0,2
39,3,4,2,0,3,0,1,0,0,1
75,1,9,0,3,0,6,0,0,0,0
43,1,7,2,1,1,2,0,0,0,0
78,2,11,3,8,0,3,1,0,0,1
63,3,6,4,2,1,0,0,0,0,5
131,22,8,7,6,2,0,1,0,0,2
20,7,5,1,2,0,0,0,0,0,0
57,6,5,7,4,3,0,10,0,0,0
62,3,9,0,0,0,0,2,1,0,0
53,9,6,1,1,0,1,0,0,0,1
93,4,18,6,0,6,0,0,1,0,7
63,10,4,3,1,0,2,0,1,0,1
57,7,0,1,0,0,0,0,0,0,0
40,1,4,1,1,0,0,1,0,0,3
38,5,5,2,0,0,0,0,0,0,2
112,7,11,8,4,6,0,0,2,0,20
73,2,3,0,4,0,3,1,0,5,0
108,0,13,4,6,1,0,0,1,0,0
120,15,8,0,2,0,5,0,0,0,0
61,5,1,9,2,0,0,2,0,0,0
43,4,10,3,3,0,7,0,0,0,5
151,18,11,0,3,0,6,1,0,0,0
81,5,1,0,0,0,7,0,2,0,0
36,3,4,5,2,0,0,0,0,0,0
151,18,11,0,3,0,6,1,0,0,0
62,5,6,0,5,0,5,2,0,0,0
80,1,14,6,0,7,0,0,2,0,6
39,5,8,0,1,0,4,0,0,0,4
66,11,8,6,6,0,0,1,0,0,0
30,4,2,0,0,0,0,3,0,0,0
99,18,9,7,8,8,1,4,0,0,2
77,14,22,13,5,4,0,0,0,0,11
82,10,2,8,2,5,1,0,2,0,3
35,11,5,2,3,0,0,1,0,0,0
4,6,3,0,0,0,0,0,0,0,0
29,1,1,2,1,0,0,0,0,0,8
29,5,0,1,2,0,0,0,0,0,10
50,2,4,5,0,1,0,2,1,0,0
32,6,1,8,0,6,0,0,0,0,4
27,3,2,0,0,1,0,1,1,0,5
37,0,2,2,1,2,1,1,0,0,0
66,3,4,1,2,3,0,0,6,0,1
25,5,8,5,0,3,0,2,0,0,4
58,2,6,9,3,5,0,1,0,0,6
17,4,0,2,1,0,0,0,0,0,0
146,4,14,12,11,1,12,0,0,0,5
82,6,8,5,8,3,0,2,1,0,1
56,2,10,6,2,0,0,0,0,0,1
10,18,10,3,3,0,0,6,0,0,8
55,17,9,0,3,0,0,1,0,0,0
31,1,4,1,3,0,2,0,0,0,8
59,3,4,0,0,0,1,0,0,0,6
10,11,2,0,2,0,0,1,0,0,0
62,9,2,8,4,5,0,2,0,0,3
70,4,1,1,2,1,2,0,0,0,2
29,4,3,1,1,1,0,0,1,0,6
17,5,3,1,1,0,0,0,0,0,0
17,5,3,1,1,0,0,0,0,0,0
111,14,1,1,7,3,12,0,0,5,9
38,5,4,4,2,2,0,0,1,0,5
54,2,3,4,1,0,0,0,0,0,3
50,3,4,8,5,4,0,1,0,0,7
36,8,7,1,5,1,0,0,2,0,0
85,5,7,0,0,0,8,5,0,0,0
88,10,1,0,12,0,7,0,0,0,0
21,5,3,2,4,1,0,0,2,0,0
29,2,6,0,2,0,3,0,0,0,6
62,4,8,3,3,2,0,0,0,0,3
84,4,2,0,2,0,1,0,0,0,1
55,3,9,8,4,8,1,0,0,0,8
41,4,3,4,0,0,0,0,1,0,5
28,3,4,2,2,0,0,0,0,0,1
126,9,12,7,13,8,4,2,0,0,14
27,2,3,1,0,0,0,2,0,0,1
66,6,2,2,4,2,0,0,0,0,0
47,2,0,0,3,2,0,0,0,0,4
62,9,7,4,4,4,0,1,1,0,0
47,1,3,0,0,2,1,0,0,0,0
89,5,4,4,4,5,0,2,1,0,2
23,2,3,4,1,1,2,0,0,0,1
62,10,4,5,6,5,2,1,0,0,0
38,14,6,0,6,2,4,0,1,0,2
24,4,11,1,0,0,0,1,0,0,0
44,22,8,3,6,1,0,1,0,0,0
38,1,6,2,1,1,0,0,0,0,7
38,1,6,2,1,1,0,0,0,0,7
80,19,15,3,14,1,11,1,2,0,7
57,7,8,1,7,0,0,0,0,0,1
49,1,2,1,1,0,1,0,0,0,1
49,7,3,1,4,0,2,0,0,0,1
50,3,2,1,1,0,1,0,0,0,0
192,13,8,4,15,2,0,10,0,0,0
29,5,7,4,2,1,0,0,0,0,3
47,8,13,1,1,0,8,0,0,0,6
92,6,6,3,5,2,0,0,0,0,2
40,3,2,1,0,3,0,1,0,0,4
92,16,14,1,10,0,15,2,0,0,0
111,2,17,13,3,1,0,0,2,0,9
57,3,2,0,2,3,0,3,0,0,0
79,3,10,5,1,1,0,0,1,0,3
99,10,19,5,0,0,0,2,1,0,0
24,7,5,0,8,0,0,1,0,0,1
110,0,5,4,1,0,0,1,0,0,0
72,1,5,11,8,6,0,0,0,0,2
38,6,3,2,2,0,0,0,2,0,13
93,0,4,2,0,9,0,1,0,0,4
65,11,1,0,4,0,1,0,0,0,0
133,9,8,0,5,1,13,0,1,0,0
58,9,8,7,0,4,0,0,2,0,6
70,7,2,3,6,4,0,0,0,0,0
42,2,3,0,1,0,3,0,0,0,0
40,5,8,2,2,0,0,0,0,0,0
62,0,4,3,0,5,0,1,1,0,20
34,0,8,5,2,2,0,0,0,0,1
34,0,8,5,2,2,0,0,0,0,1
37,2,5,1,3,0,0,0,1,0,0
66,9,8,14,1,12,0,3,1,0,6
63,14,12,0,1,0,3,3,0,0,1
37,1,4,0,0,0,0,1,0,0,5
49,8,5,1,1,1,3,0,0,0,5
49,8,5,0,3,0,7,2,0,0,2
89,31,0,2,9,0,5,2,0,0,0
26,3,4,2,0,1,0,0,0,0,0
23,0,5,3,1,0,0,0,1,0,0
90,2,8,4,8,1,0,1,0,0,2
44,2,4,4,4,3,0,1,2,0,1
79,8,12,2,9,5,0,0,0,0,1
92,4,7,1,4,0,10,1,0,0,6
55,6,2,2,4,1,2,0,0,0,2
108,5,9,3,5,14,0,1,0,0,3
83,7,17,9,6,0,0,2,7,0,0
76,1,10,7,3,8,0,0,0,0,2
56,10,5,4,7,1,4,0,0,0,0
51,8,7,1,2,0,0,0,0,0,0
36,1,1,0,2,1,0,0,0,0,2
49,7,2,3,0,2,0,0,0,0,0
49,1,2,3,0,1,0,2,0,0,4
42,1,3,6,1,4,0,0,1,1,9
51,12,4,8,6,7,6,0,0,0,6
47,3,7,13,3,2,0,4,1,0,1
36,3,5,0,1,0,1,0,0,0,0
48,4,4,0,6,0,10,0,0,0,0
60,10,2,1,2,3,5,0,0,0,0
51,3,8,4,0,0,0,1,1,0,1
85,7,8,4,2,1,2,1,1,0,6
36,11,4,4,1,2,0,0,1,0,2
56,8,12,0,6,1,0,1,0,0,4
53,6,2,3,2,1,0,1,0,0,0
95,8,11,1,6,0,5,0,2,0,0
25,1,2,1,0,0,1,0,0,0,0
58,3,0,9,0,7,0,0,0,0,2
22,2,10,0,2,1,0,1,0,1,0
26,3,7,0,2,2,4,0,0,0,1
57,9,3,2,1,1,1,5,0,0,2
105,14,6,1,0,4,2,3,1,0,2
44,0,5,3,0,3,0,0,0,0,0
51,8,3,4,0,1,0,4,0,0,5
57,2,1,6,3,1,0,0,2,0,7
71,1,3,0,6,0,3,0,1,0,0
67,11,8,5,4,3,0,1,2,0,6
74,15,7,12,6,5,0,0,1,0,0
66,7,4,12,2,1,0,0,0,0,0
60,2,7,4,0,0,0,0,1,0,3
46,8,6,3,5,4,0,0,0,0,2
53,4,4,0,1,2,0,0,0,0,5
44,2,1,0,3,0,4,0,0,0,0
47,13,7,1,2,0,0,0,0,0,1
107,4,15,0,5,0,0,0,0,0,7
91,12,5,0,6,0,1,1,0,0,1
140,13,12,0,9,0,12,0,0,0,0
36,2,4,6,1,3,0,0,1,0,1
89,3,4,4,3,3,0,0,4,0,0
67,8,3,1,1,0,2,0,0,0,6
67,8,3,1,1,0,2,0,0,0,6
67,8,5,1,7,2,0,2,0,0,0
36,2,3,0,1,0,0,0,0,0,0
75,5,15,3,0,0,4,0,0,0,5
80,0,3,0,0,1,0,6,0,0,0
134,14,14,11,7,11,0,2,6,0,3
93,3,14,7,2,0,0,1,0,0,2
126,7,12,6,6,7,0,0,1,0,1
27,11,0,1,0,0,0,0,0,0,0
99,11,10,12,6,13,0,2,1,0,7
18,3,6,0,0,1,0,3,0,0,2
37,0,9,3,3,2,0,1,0,0,10
51,7,5,2,0,4,0,1,0,0,3
90,4,7,4,4,8,0,0,2,0,0
89,5,10,5,8,5,0,0,0,0,1
49,5,3,0,1,0,2,0,0,0,0
29,7,1,0,0,1,5,0,0,0,1
51,8,8,6,3,2,1,0,1,0,1
91,17,9,7,4,6,0,0,0,0,9
243,15,12,5,0,21,2,0,0,1,0
243,15,12,5,0,21,2,0,0,1,0
23,10,12,2,3,1,0,1,0,0,2
24,3,0,2,0,0,0,0,0,0,0
82,14,3,3,5,9,0,0,1,0,0
103,5,5,4,1,4,0,0,0,0,4
52,4,6,12,3,3,0,2,0,0,2
97,3,9,6,5,3,0,1,2,0,0
78,4,9,5,2,0,0,2,0,0,0
100,27,15,6,1,3,1,2,1,0,1
69,3,11,4,6,2,0,2,1,0,1
145,3,27,1,8,1,1,6,0,0,0
80,9,1,3,11,0,0,0,0,0,0
67,3,1,0,6,0,3,0,0,0,0
76,3,5,0,1,0,1,0,0,0,0
102,8,18,9,4,9,0,2,0,0,19
54,9,2,0,4,1,0,0,1,0,5
64,0,8,0,2,0,4,1,0,0,6
79,6,15,0,4,1,6,1,0,0,5
75,4,11,6,2,2,0,2,2,0,0
74,5,6,8,0,10,0,0,0,0,1
43,0,2,0,1,0,0,0,0,0,3
94,15,7,0,9,5,0,0,1,0,2
22,4,5,1,0,0,0,0,0,0,0
99,2,10,5,8,7,0,2,1,0,13
80,21,7,1,4,4,2,0,0,0,4
64,0,11,8,3,3,0,0,0,0,0
63,2,9,9,2,3,0,0,1,0,4
74,10,6,0,5,0,0,3,0,5,0
48,10,0,7,1,0,0,0,0,0,3
99,14,7,5,1,0,4,1,0,0,3
99,14,7,5,1,0,4,1,0,0,3
46,0,7,2,0,0,0,1,0,0,4
38,2,2,2,2,1,0,5,0,0,0
29,7,2,1,2,0,0,2,0,0,0
131,9,5,4,5,4,0,1,1,1,8
134,13,15,14,0,5,0,1,0,0,3
71,8,8,7,1,3,0,0,0,0,10
134,5,9,2,6,0,3,0,0,1,0
25,11,9,3,1,0,2,0,0,0,0
45,5,6,2,3,0,0,1,0,0,0
93,13,9,5,10,1,0,3,0,0,0
20,2,3,0,2,0,0,0,0,0,0
34,2,5,2,1,0,0,0,0,0,7
25,1,2,3,2,0,0,1,0,0,0
16,4,14,0,1,0,0,0,0,0,0
51,5,4,1,0,0,4,0,0,0,1
14,11,2,0,4,0,0,2,0,0,0
37,0,3,4,0,3,0,0,0,0,11
120,7,11,0,5,2,8,0,1,3,1
47,6,4,3,2,1,0,0,0,0,3
26,3,5,0,1,0,3,0,0,0,1
67,3,4,7,1,1,0,0,0,0,20
48,6,4,0,4,0,0,0,0,0,0
40,6,8,3,2,3,0,0,1,0,5
21,13,5,3,6,0,0,3,2,0,0
72,1,4,8,3,3,0,1,0,0,6
66,8,5,4,7,0,2,0,0,0,0
48,5,13,3,3,0,0,0,0,0,0
58,5,4,4,5,4,0,0,1,0,0
81,8,3,8,3,0,0,1,0,5,0
19,5,6,4,0,1,0,0,0,0,4
48,3,5,4,1,0,0,0,0,0,0
48,4,7,0,4,0,0,1,0,0,0
55,5,8,2,2,2,0,3,0,0,4
57,1,7,0,2,1,0,0,0,0,2
26,9,5,0,0,1,0,0,0,0,9
34,4,2,0,0,1,2,0,0,0,0
71,9,7,3,3,0,3,0,0,0,4
65,6,11,12,4,13,0,1,0,0,7
29,2,5,1,2,3,0,0,0,0,0
26,1,1,4,0,5,0,0,0,0,1
29,29,13,2,7,4,0,1,0,0,0
50,5,8,7,2,2,0,0,2,0,0
41,1,1,1,1,0,0,0,0,0,0
49,4,3,4,5,3,0,1,0,0,3
69,4,11,3,10,0,0,3,0,0,2
36,4,1,0,2,0,4,0,0,0,1
29,3,0,2,1,0,2,1,0,0,1
29,33,2,0,1,1,0,2,0,0,0
53,2,6,4,0,2,0,3,2,0,2
200,5,10,6,12,4,0,2,1,0,4
200,5,10,6,12,4,0,2,1,0,4
18,8,5,1,3,0,2,0,0,0,0
49,7,5,4,4,4,0,0,0,0,0
85,9,6,4,9,2,0,7,2,0,2
47,5,3,4,0,1,0,1,0,0,0
26,5,2,0,0,0,4,0,0,0,0
72,2,6,1,5,1,0,0,0,0,8
60,4,3,4,1,5,0,2,1,0,2
40,2,8,6,6,1,0,1,3,0,0
59,9,5,3,4,2,0,3,1,0,3
47,2,3,5,1,0,0,0,0,0,4
35,13,8,2,7,0,0,0,0,0,3
24,3,5,0,3,0,0,0,0,0,1
56,2,5,3,0,2,0,0,2,0,14
39,7,2,2,2,1,0,2,0,2,2
54,1,4,0,1,1,1,0,0,0,0
149,23,12,8,14,9,0,0,3,0,0
36,8,7,4,0,0,0,0,0,0,3
41,2,2,2,0,0,0,1,0,0,7
80,2,7,7,5,6,0,0,1,0,9
45,6,7,3,2,0,0,3,0,0,3
79,9,4,7,9,7,0,3,0,0,1
65,9,7,4,0,0,3,7,0,0,0
57,4,2,1,2,2,0,1,0,0,2
42,16,6,5,0,1,0,0,0,0,2
75,28,0,2,7,5,1,0,0,6,14
40,3,5,3,4,0,0,1,0,0,0
37,1,2,0,0,3,0,2,1,0,0
29,9,5,3,1,0,0,0,0,0,4
38,2,8,2,0,3,0,2,1,0,1
49,6,5,4,0,1,0,0,1,0,3
18,7,8,0,1,0,2,6,0,4,1
75,7,6,5,8,1,1,0,1,0,0
84,0,7,3,0,2,1,1,0,0,7
78,4,8,7,5,4,0,0,1,0,4
227,12,16,14,13,5,0,3,3,0,13
227,12,16,14,13,5,0,3,3,0,13
22,19,7,3,2,1,0,0,0,0,3
77,4,3,0,5,0,3,0,0,0,4
79,10,4,6,3,1,0,0,1,0,4
29,2,3,0,0,0,0,0,0,0,0
84,5,3,9,2,2,0,2,1,0,2
60,10,0,1,0,7,0,1,1,0,3
97,14,10,9,1,9,0,3,1,0,4
69,2,5,2,0,4,0,1,1,0,5
77,0,8,2,2,2,1,0,0,0,0
21,11,2,0,2,0,0,0,0,1,4
20,7,6,1,0,3,0,0,0,0,4
41,0,7,0,0,0,1,0,0,0,1
41,8,9,2,5,3,0,0,0,0,1
58,9,9,0,6,8,0,1,2,0,0
184,12,15,1,0,7,0,5,0,0,6
31,0,3,4,1,3,0,0,0,0,3
41,1,0,0,0,1,5,0,0,0,0
313,34,26,13,23,9,14,1,5,0,9
98,8,6,3,6,4,0,0,2,0,2
56,6,4,0,3,3,0,0,0,0,0
65,2,5,2,2,1,0,1,0,0,8
55,11,4,3,0,0,0,0,3,0,6
26,17,0,0,1,1,0,2,1,0,6
28,4,7,0,0,0,4,1,0,0,0
143,20,13,0,7,3,8,0,0,0,0
32,9,6,1,0,0,0,0,0,0,5
53,12,10,4,1,1,0,0,0,0,4
38,6,3,5,2,2,0,1,0,0,8
64,13,16,5,7,3,0,0,1,0,1
29,8,6,1,1,1,0,0,0,0,5
39,3,9,0,0,0,1,1,0,0,0
93,12,6,2,8,0,3,1,1,7,0
51,0,4,5,1,0,4,0,0,0,1
56,14,6,5,3,0,3,0,0,0,0
54,0,3,6,1,2,0,0,0,0,1
55,3,6,2,3,0,6,1,0,0,0
102,3,4,4,2,0,0,0,0,1,0
47,10,5,4,2,2,0,0,0,0,2
28,1,3,1,0,1,0,0,1,0,1
68,7,11,4,0,3,0,0,4,0,3
63,9,7,3,9,4,0,1,2,6,12
152,22,10,0,8,2,4,3,0,5,0
169,29,26,12,9,9,8,2,1,0,10
54,7,4,2,1,0,0,0,1,0,2
126,20,14,3,0,11,5,2,1,0,3
24,10,6,3,2,0,0,0,0,0,1
23,3,1,1,0,0,0,0,0,0,3
37,6,2,1,0,0,0,0,0,0,0
0,6,1,0,0,0,0,0,0,1,5
103,19,11,11,3,4,0,0,2,0,16
31,6,5,2,5,0,0,0,0,0,0
44,5,8,1,0,0,0,9,0,0,1
66,2,2,2,7,3,1,0,1,0,3
62,8,9,2,5,8,0,2,0,0,7
55,2,0,3,0,3,0,0,1,0,0
49,4,10,3,5,5,0,0,2,0,9
35,3,9,1,2,1,0,1,0,0,0
122,8,12,0,6,0,1,0,0,0,0
124,19,8,2,2,8,0,1,3,0,1
55,14,15,6,4,0,0,0,0,0,1
193,14,14,11,7,9,0,6,1,0,8
193,14,14,11,7,9,0,6,1,0,8
63,0,5,4,0,3,0,0,0,0,2
193,14,14,11,7,9,0,6,1,0,8
61,11,8,1,3,1,3,0,1,0,0
58,5,7,0,3,0,0,0,0,0,0
36,7,6,2,1,1,0,1,0,0,0
44,3,6,6,0,0,0,0,0,0,5
96,23,10,3,7,0,3,1,0,0,0
61,3,7,2,2,2,0,1,3,0,2
150,26,8,6,12,6,0,0,3,0,0
63,1,2,4,0,0,0,1,0,0,3
27,6,4,4,7,3,0,0,2,0,0
38,0,2,0,0,0,1,3,0,0,0
28,6,4,1,3,1,0,1,0,0,0
39,3,7,4,2,0,0,0,0,1,2
38,11,4,0,2,0,1,2,0,0,2
38,6,4,2,3,0,0,0,1,0,3
24,7,4,0,2,0,0,0,0,0,1
117,7,10,11,3,6,9,3,1,0,15
96,2,13,1,1,0,12,0,0,0,2
68,5,2,4,0,0,0,1,2,0,10
68,8,3,0,11,0,9,0,0,0,2
27,10,1,5,0,0,0,0,0,0,3
30,5,3,0,1,1,0,0,0,0,0
70,19,15,1,10,1,0,2,0,0,1
51,6,9,0,0,0,1,0,0,0,0
